DOI,Title,Abstract,FullText,Source
10.1155/2022/6230193,Isoflavaspidic Acid PB Extracted from <i>Dryopteris fragrans</i> (L.) Schott Inhibits <i>Trichophyton rubrum</i> Growth via Membrane Permeability Alternation and Ergosterol Biosynthesis Disruption.,"Isoflavaspidic acid PB (PB), a phloroglucinol derivative extracted from aerial parts of <i>Dryopteris fragrans</i> (L.) Schott, had antifungal activity against several dermatophytes. This study was aimed at exploring the antifungal mechanism of PB against <i>Trichophyton rubrum</i> (<i>T. rubrum</i>). The effectiveness of PB in inhibiting <i>T. rubrum</i> growth was detected by time-kill kinetics study and fungal biomass determination. Studies on the mechanism of action were investigated using scanning electron microscopy (SEM), transmission electron microscopy (TEM), sorbitol and ergosterol assay, nucleotide leakage measurement, and UPLC-based test and enzyme-linked immunosorbent assay. Fungicidal activity of PB was concentration- and time-dependent at 2 × MIC (MIC: 20 <i>μ</i>g/mL) after 36 h. The total biomass of <i>T. rubrum</i> was reduced by 64.17%, 77.65%, and 84.71% in the presence of PB at 0.5 × MIC, 1 × MIC, and 2 × MIC, respectively. SEM analysis showed that PB changed mycelial morphology, such as shrinking, twisting, collapsing, and even flattening. TEM images of treated cells exhibited abnormal distributions of polysaccharide particles, plasmolysis, and cytoplasmic content degradation accompanied by plasmalemma disruption. There were no changes in the MIC of PB in the presence of sorbitol. However, the MIC values of PB were increased by 4-fold with exogenous ergosterol. At 4 h and 8 h, PB increased nucleotide leakage. Besides, ergosterol content in <i>T. rubrum</i> membrane treated with PB at 0.5 × MIC, 1 × MIC, and 2 × MIC was decreased by 9.58%, 15.31%, and 76.24%, respectively. There was a dose-dependent decrease in the squalene epoxidase (SE) activity. And the reduction in the sterol 14<i>α</i>-demethylase P450 (CYP51) activity was achieved after PB treatments at 1 × MIC and 2 × MIC. These results suggest that PB displays nonspecific action on the cell wall. The membrane damaging effects of PB were attributed to binding with ergosterol to increase membrane permeability and interfering ergosterol biosynthesis involved with the reduction of SE and CYP51 activities. Further study is needed to develop PB as a natural antifungal candidate for clinical use.","Isoflavaspidic acid PB (PB), a phloroglucinol derivative extracted from aerial parts of <i>Dryopteris fragrans</i> (L.) Schott, had antifungal activity against several dermatophytes. This study was aimed at exploring the antifungal mechanism of PB against <i>Trichophyton rubrum</i> (<i>T. rubrum</i>). The effectiveness of PB in inhibiting <i>T. rubrum</i> growth was detected by time-kill kinetics study and fungal biomass determination. Studies on the mechanism of action were investigated using scanning electron microscopy (SEM), transmission electron microscopy (TEM), sorbitol and ergosterol assay, nucleotide leakage measurement, and UPLC-based test and enzyme-linked immunosorbent assay. Fungicidal activity of PB was concentration- and time-dependent at 2 × MIC (MIC: 20 <i>μ</i>g/mL) after 36 h. The total biomass of <i>T. rubrum</i> was reduced by 64.17%, 77.65%, and 84.71% in the presence of PB at 0.5 × MIC, 1 × MIC, and 2 × MIC, respectively. SEM analysis showed that PB changed mycelial morphology, such as shrinking, twisting, collapsing, and even flattening. TEM images of treated cells exhibited abnormal distributions of polysaccharide particles, plasmolysis, and cytoplasmic content degradation accompanied by plasmalemma disruption. There were no changes in the MIC of PB in the presence of sorbitol. However, the MIC values of PB were increased by 4-fold with exogenous ergosterol. At 4 h and 8 h, PB increased nucleotide leakage. Besides, ergosterol content in <i>T. rubrum</i> membrane treated with PB at 0.5 × MIC, 1 × MIC, and 2 × MIC was decreased by 9.58%, 15.31%, and 76.24%, respectively. There was a dose-dependent decrease in the squalene epoxidase (SE) activity. And the reduction in the sterol 14<i>α</i>-demethylase P450 (CYP51) activity was achieved after PB treatments at 1 × MIC and 2 × MIC. These results suggest that PB displays nonspecific action on the cell wall. The membrane damaging effects of PB were attributed to binding with ergosterol to increase membrane permeability and interfering ergosterol biosynthesis involved with the reduction of SE and CYP51 activities. Further study is needed to develop PB as a natural antifungal candidate for clinical use.",EuropePMC
10.1093/humupd/dmac025,Bioengineering trends in female reproduction: a systematic review.,"<h4>Background</h4>To provide the optimal milieu for implantation and fetal development, the female reproductive system must orchestrate uterine dynamics with the appropriate hormones produced by the ovaries. Mature oocytes may be fertilized in the fallopian tubes, and the resulting zygote is transported toward the uterus, where it can implant and continue developing. The cervix acts as a physical barrier to protect the fetus throughout pregnancy, and the vagina acts as a birth canal (involving uterine and cervix mechanisms) and facilitates copulation. Fertility can be compromised by pathologies that affect any of these organs or processes, and therefore, being able to accurately model them or restore their function is of paramount importance in applied and translational research. However, innate differences in human and animal model reproductive tracts, and the static nature of 2D cell/tissue culture techniques, necessitate continued research and development of dynamic and more complex in vitro platforms, ex vivo approaches and in vivo therapies to study and support reproductive biology. To meet this need, bioengineering is propelling the research on female reproduction into a new dimension through a wide range of potential applications and preclinical models, and the burgeoning number and variety of studies makes for a rapidly changing state of the field.<h4>Objective and rationale</h4>This review aims to summarize the mounting evidence on bioengineering strategies, platforms and therapies currently available and under development in the context of female reproductive medicine, in order to further understand female reproductive biology and provide new options for fertility restoration. Specifically, techniques used in, or for, the uterus (endometrium and myometrium), ovary, fallopian tubes, cervix and vagina will be discussed.<h4>Search methods</h4>A systematic search of full-text articles available in PubMed and Embase databases was conducted to identify relevant studies published between January 2000 and September 2021. The search terms included: bioengineering, reproduction, artificial, biomaterial, microfluidic, bioprinting, organoid, hydrogel, scaffold, uterus, endometrium, ovary, fallopian tubes, oviduct, cervix, vagina, endometriosis, adenomyosis, uterine fibroids, chlamydia, Asherman's syndrome, intrauterine adhesions, uterine polyps, polycystic ovary syndrome and primary ovarian insufficiency. Additional studies were identified by manually searching the references of the selected articles and of complementary reviews. Eligibility criteria included original, rigorous and accessible peer-reviewed work, published in English, on female reproductive bioengineering techniques in preclinical (in vitro/in vivo/ex vivo) and/or clinical testing phases.<h4>Outcomes</h4>Out of the 10 390 records identified, 312 studies were included for systematic review. Owing to inconsistencies in the study measurements and designs, the findings were assessed qualitatively rather than by meta-analysis. Hydrogels and scaffolds were commonly applied in various bioengineering-related studies of the female reproductive tract. Emerging technologies, such as organoids and bioprinting, offered personalized diagnoses and alternative treatment options, respectively. Promising microfluidic systems combining various bioengineering approaches have also shown translational value.<h4>Wider implications</h4>The complexity of the molecular, endocrine and tissue-level interactions regulating female reproduction present challenges for bioengineering approaches to replace female reproductive organs. However, interdisciplinary work is providing valuable insight into the physicochemical properties necessary for reproductive biological processes to occur. Defining the landscape of reproductive bioengineering technologies currently available and under development for women can provide alternative models for toxicology/drug testing, ex vivo fertility options, clinical therapies and a basis for future organ regeneration studies.","<h4>Background</h4>To provide the optimal milieu for implantation and fetal development, the female reproductive system must orchestrate uterine dynamics with the appropriate hormones produced by the ovaries. Mature oocytes may be fertilized in the fallopian tubes, and the resulting zygote is transported toward the uterus, where it can implant and continue developing. The cervix acts as a physical barrier to protect the fetus throughout pregnancy, and the vagina acts as a birth canal (involving uterine and cervix mechanisms) and facilitates copulation. Fertility can be compromised by pathologies that affect any of these organs or processes, and therefore, being able to accurately model them or restore their function is of paramount importance in applied and translational research. However, innate differences in human and animal model reproductive tracts, and the static nature of 2D cell/tissue culture techniques, necessitate continued research and development of dynamic and more complex in vitro platforms, ex vivo approaches and in vivo therapies to study and support reproductive biology. To meet this need, bioengineering is propelling the research on female reproduction into a new dimension through a wide range of potential applications and preclinical models, and the burgeoning number and variety of studies makes for a rapidly changing state of the field.<h4>Objective and rationale</h4>This review aims to summarize the mounting evidence on bioengineering strategies, platforms and therapies currently available and under development in the context of female reproductive medicine, in order to further understand female reproductive biology and provide new options for fertility restoration. Specifically, techniques used in, or for, the uterus (endometrium and myometrium), ovary, fallopian tubes, cervix and vagina will be discussed.<h4>Search methods</h4>A systematic search of full-text articles available in PubMed and Embase databases was conducted to identify relevant studies published between January 2000 and September 2021. The search terms included: bioengineering, reproduction, artificial, biomaterial, microfluidic, bioprinting, organoid, hydrogel, scaffold, uterus, endometrium, ovary, fallopian tubes, oviduct, cervix, vagina, endometriosis, adenomyosis, uterine fibroids, chlamydia, Asherman's syndrome, intrauterine adhesions, uterine polyps, polycystic ovary syndrome and primary ovarian insufficiency. Additional studies were identified by manually searching the references of the selected articles and of complementary reviews. Eligibility criteria included original, rigorous and accessible peer-reviewed work, published in English, on female reproductive bioengineering techniques in preclinical (in vitro/in vivo/ex vivo) and/or clinical testing phases.<h4>Outcomes</h4>Out of the 10 390 records identified, 312 studies were included for systematic review. Owing to inconsistencies in the study measurements and designs, the findings were assessed qualitatively rather than by meta-analysis. Hydrogels and scaffolds were commonly applied in various bioengineering-related studies of the female reproductive tract. Emerging technologies, such as organoids and bioprinting, offered personalized diagnoses and alternative treatment options, respectively. Promising microfluidic systems combining various bioengineering approaches have also shown translational value.<h4>Wider implications</h4>The complexity of the molecular, endocrine and tissue-level interactions regulating female reproduction present challenges for bioengineering approaches to replace female reproductive organs. However, interdisciplinary work is providing valuable insight into the physicochemical properties necessary for reproductive biological processes to occur. Defining the landscape of reproductive bioengineering technologies currently available and under development for women can provide alternative models for toxicology/drug testing, ex vivo fertility options, clinical therapies and a basis for future organ regeneration studies.",EuropePMC
,45th AOMSI Conference,,,EuropePMC
10.3389/fbioe.2021.780328,Antifungal Polymeric Materials and Nanocomposites.,"Rising global populations due to medicinal advancements increases the patient population susceptible to superficial and severe fungal infections. Fungi often implicated in these diseases includes the dermatophytes (<i>Microsporum spp</i>., <i>Epidermophtyon spp</i>., <i>Trichophyton spp</i>.) as well as species of the <i>Candida spp.</i>, <i>Aspergillosis spp</i>. and <i>Cryptococcus spp.</i> genera<i>.</i> In addition, increasing global populations leads to increasing agricultural demands. Thus, fungal infections of preharvested crops and stored food by plant pathogens such as <i>Magnaporthe oryzae</i> and <i>Fusarium oxysporum</i> can have detrimental socioeconomic effects due to food insecurity. Current antifungal strategies are based mainly on small molecule antifungal drugs. However, these drugs are limited by poor solubility and bioavailability. Furthermore, antifungal resistance against these drugs are on the rise. Thus, antimicrobial polymers offer an alternative antifungal strategy. Antifungal polymers are characterised by cationic and hydrophobic regions where the cationic regions have been shown to interact with microbial phospholipids and membranes. These polymers can be synthetic or natural and demonstrate distinct antifungal mechanisms ranging from fungal cell membrane permeabilisation, cell membrane depolarisation or cell entry. Although the relative importance of such mechanisms is difficult to decipher. Due to the chemical properties of these polymers, they can be combined with other antimicrobial compounds including existing antifungal drugs, charcoals, lipids and metal ions to elicit synergistic effects. In some cases, antifungal polymers and nanocomposites show better antifungal effects or reduced toxicity compared to the widely used small molecule antifungal drugs. This review provides an overview of antimicrobial polymers and nanocomposites with antifungal activity and the current understanding of their antifungal mechanisms.","Rising global populations due to medicinal advancements increases the patient population susceptible to superficial and severe fungal infections. Fungi often implicated in these diseases includes the dermatophytes (<i>Microsporum spp</i>., <i>Epidermophtyon spp</i>., <i>Trichophyton spp</i>.) as well as species of the <i>Candida spp.</i>, <i>Aspergillosis spp</i>. and <i>Cryptococcus spp.</i> genera<i>.</i> In addition, increasing global populations leads to increasing agricultural demands. Thus, fungal infections of preharvested crops and stored food by plant pathogens such as <i>Magnaporthe oryzae</i> and <i>Fusarium oxysporum</i> can have detrimental socioeconomic effects due to food insecurity. Current antifungal strategies are based mainly on small molecule antifungal drugs. However, these drugs are limited by poor solubility and bioavailability. Furthermore, antifungal resistance against these drugs are on the rise. Thus, antimicrobial polymers offer an alternative antifungal strategy. Antifungal polymers are characterised by cationic and hydrophobic regions where the cationic regions have been shown to interact with microbial phospholipids and membranes. These polymers can be synthetic or natural and demonstrate distinct antifungal mechanisms ranging from fungal cell membrane permeabilisation, cell membrane depolarisation or cell entry. Although the relative importance of such mechanisms is difficult to decipher. Due to the chemical properties of these polymers, they can be combined with other antimicrobial compounds including existing antifungal drugs, charcoals, lipids and metal ions to elicit synergistic effects. In some cases, antifungal polymers and nanocomposites show better antifungal effects or reduced toxicity compared to the widely used small molecule antifungal drugs. This review provides an overview of antimicrobial polymers and nanocomposites with antifungal activity and the current understanding of their antifungal mechanisms.",EuropePMC
10.3389/fmicb.2020.522368,Interactions Between Two Invertebrate Pathogens: An Endophytic Fungus and an Externally Applied Bacterium.,"The members of family Noctuidae exist in diverse environments and many species from this group are of agriculture importance, particularly <i>Helicoverpa</i> spp. <i>Helicoverpa armigera</i> (Hübner) (Lepidoptera: Noctuidae) is a major pest of many legumes and cereal crops. Due to environmental and regulatory concerns, safe alternatives to broad spectrum chemical insecticides are needed for the control of key noctuid pests such as <i>H. armigera</i>. A strain of <i>Beauveria bassiana</i> (Cordycipitaceae: Hypocreales) was evaluated for its ability to colonize endophytically in chickpea plants, and its effectiveness against second (L2) and fourth (L4) larval instars of <i>H. armigera</i>. <i>B. bassiana</i> was inoculated to chickpea plants through injection and endophytic establishment was confirmed by re-isolating the fungi from leaf samples. A detached leaf assay was used to evaluate pathogenicity. <i>Bacillus thuringiensis</i> was also applied to both larval stages through leaf dip method. In a novel approach, combined treatments of bacteria and endophytic fungi were compared with single-pathogen treatments. Relative to the single treatments, the combined pathogen treatments exhibited an increase in larval mortality, and decrease in pupation, adult emergence and egg eclosion. Specifically, synergistic effects on mortality were observed when larvae were exposed to simultaneous application of <i>B. bassiana</i> (1 × 10<sup>8</sup> conidia ml<sup>-1</sup>) with <i>B. thuringiensis</i> (0.75 μg ml<sup>-1</sup>). Both instars exhibited varying level of growth, development, frass production, diet consumption and fecundity when exposed to the chickpea leaves inoculated with endophytic <i>B. bassiana</i> and dipped with sub-lethal doses of <i>B. thuringiensis</i>. These findings indicate that the integrated application of endophytic colonized <i>B. bassiana</i> and <i>B. thuringiensis</i> can be effectively used against <i>H. armigera</i>.","The members of family Noctuidae exist in diverse environments and many species from this group are of agriculture importance, particularly <i>Helicoverpa</i> spp. <i>Helicoverpa armigera</i> (Hübner) (Lepidoptera: Noctuidae) is a major pest of many legumes and cereal crops. Due to environmental and regulatory concerns, safe alternatives to broad spectrum chemical insecticides are needed for the control of key noctuid pests such as <i>H. armigera</i>. A strain of <i>Beauveria bassiana</i> (Cordycipitaceae: Hypocreales) was evaluated for its ability to colonize endophytically in chickpea plants, and its effectiveness against second (L2) and fourth (L4) larval instars of <i>H. armigera</i>. <i>B. bassiana</i> was inoculated to chickpea plants through injection and endophytic establishment was confirmed by re-isolating the fungi from leaf samples. A detached leaf assay was used to evaluate pathogenicity. <i>Bacillus thuringiensis</i> was also applied to both larval stages through leaf dip method. In a novel approach, combined treatments of bacteria and endophytic fungi were compared with single-pathogen treatments. Relative to the single treatments, the combined pathogen treatments exhibited an increase in larval mortality, and decrease in pupation, adult emergence and egg eclosion. Specifically, synergistic effects on mortality were observed when larvae were exposed to simultaneous application of <i>B. bassiana</i> (1 × 10<sup>8</sup> conidia ml<sup>-1</sup>) with <i>B. thuringiensis</i> (0.75 μg ml<sup>-1</sup>). Both instars exhibited varying level of growth, development, frass production, diet consumption and fecundity when exposed to the chickpea leaves inoculated with endophytic <i>B. bassiana</i> and dipped with sub-lethal doses of <i>B. thuringiensis</i>. These findings indicate that the integrated application of endophytic colonized <i>B. bassiana</i> and <i>B. thuringiensis</i> can be effectively used against <i>H. armigera</i>.",EuropePMC
10.3892/etm.2021.10289,Emodin ameliorates acute pancreatitis-induced lung injury by suppressing NLRP3 inflammasome-mediated neutrophil recruitment.,"Severe acute pancreatitis (SAP) activates the systemic inflammatory response and is potentially lethal. The aim of the present study was to determine the effects of emodin on acute lung injury (ALI) in rats with SAP and investigate the role of the Nod-like receptor protein 3 (NLRP3) inflammasome and its association with neutrophil recruitment. Sodium taurocholate (5.0%) was used to establish the SAP model. All animals were randomly assigned into four groups: Sham, SAP, emodin and dexamethasone (positive control drug) groups (n=10 mice per group). Histopathology observation of pancreatic and lung tissues was detected by hematoxylin and eosin staining. The levels of serum amylase, IL-1β and IL-18 were measured by ELISA. Single-cell suspensions were obtained from enzymatically digested lung tissues, followed by flow cytometric analysis for apoptosis. In addition, the expression levels of NLRP3 inflammasome-associated and apoptosis-associated proteins in lung tissues were measured by western blotting. Moreover, lymphocyte antigen 6 complex locus G6D<sup>+</sup> (Ly6G<sup>+</sup>) cell recruitment was detected using immunohistochemical analysis. The results revealed that emodin markedly improved pancreatic histological injury and decreased the levels of serum amylase, IL-1β and IL-18. Pulmonary edema and apoptosis were significantly alleviated by emodin. Additionally, the protein expression levels of intercellular adhesion molecule 1, NLRP3, apoptosis-associated speck-like protein containing a CARD and cleaved caspase-1 were downregulated following emodin treatment. Moreover, emodin inhibited Ly6G<sup>+</sup> cell recruitment in lung tissues. The present study demonstrated that emodin may offer protection against ALI induced by SAP via inhibiting and suppressing NLRP3 inflammasome-mediated neutrophil recruitment and may be a novel therapeutic strategy for the clinical treatment of ALI.","Severe acute pancreatitis (SAP) activates the systemic inflammatory response and is potentially lethal. The aim of the present study was to determine the effects of emodin on acute lung injury (ALI) in rats with SAP and investigate the role of the Nod-like receptor protein 3 (NLRP3) inflammasome and its association with neutrophil recruitment. Sodium taurocholate (5.0%) was used to establish the SAP model. All animals were randomly assigned into four groups: Sham, SAP, emodin and dexamethasone (positive control drug) groups (n=10 mice per group). Histopathology observation of pancreatic and lung tissues was detected by hematoxylin and eosin staining. The levels of serum amylase, IL-1β and IL-18 were measured by ELISA. Single-cell suspensions were obtained from enzymatically digested lung tissues, followed by flow cytometric analysis for apoptosis. In addition, the expression levels of NLRP3 inflammasome-associated and apoptosis-associated proteins in lung tissues were measured by western blotting. Moreover, lymphocyte antigen 6 complex locus G6D<sup>+</sup> (Ly6G<sup>+</sup>) cell recruitment was detected using immunohistochemical analysis. The results revealed that emodin markedly improved pancreatic histological injury and decreased the levels of serum amylase, IL-1β and IL-18. Pulmonary edema and apoptosis were significantly alleviated by emodin. Additionally, the protein expression levels of intercellular adhesion molecule 1, NLRP3, apoptosis-associated speck-like protein containing a CARD and cleaved caspase-1 were downregulated following emodin treatment. Moreover, emodin inhibited Ly6G<sup>+</sup> cell recruitment in lung tissues. The present study demonstrated that emodin may offer protection against ALI induced by SAP via inhibiting and suppressing NLRP3 inflammasome-mediated neutrophil recruitment and may be a novel therapeutic strategy for the clinical treatment of ALI.",EuropePMC
10.3389/fbioe.2022.846632,The Growing Medical Need for Tracheal Replacement: Reconstructive Strategies Should Overcome Their Limits.,"Breathing, being predominantly an automatic action, is often taken for granted. However, respiratory diseases affect millions of people globally, emerging as one of the major causes of disability and death overall. Among the respiratory dysfunctions, tracheal alterations have always represented a primary challenge for clinicians, biologists, and engineers. Indeed, in the case of wide structural alterations involving more than 50% of the tracheal length in adults or 30% in children, the available medical treatments are ineffective or inapplicable. So far, a plethora of reconstructive approaches have been proposed and clinically applied to face this growing, unmet medical need. Unfortunately, none of them has become a well-established and routinely applied clinical procedure to date. This review summarizes the main clinical reconstructive attempts and classifies them as non-tissue engineering and tissue engineering strategies. The analysis of the achievements and the main difficulties that still hinder this field, together with the evaluation of the forefront preclinical experiences in tracheal repair/replacement, is functional to promote a safer and more effective clinical translation in the near future.","Breathing, being predominantly an automatic action, is often taken for granted. However, respiratory diseases affect millions of people globally, emerging as one of the major causes of disability and death overall. Among the respiratory dysfunctions, tracheal alterations have always represented a primary challenge for clinicians, biologists, and engineers. Indeed, in the case of wide structural alterations involving more than 50% of the tracheal length in adults or 30% in children, the available medical treatments are ineffective or inapplicable. So far, a plethora of reconstructive approaches have been proposed and clinically applied to face this growing, unmet medical need. Unfortunately, none of them has become a well-established and routinely applied clinical procedure to date. This review summarizes the main clinical reconstructive attempts and classifies them as non-tissue engineering and tissue engineering strategies. The analysis of the achievements and the main difficulties that still hinder this field, together with the evaluation of the forefront preclinical experiences in tracheal repair/replacement, is functional to promote a safer and more effective clinical translation in the near future.",EuropePMC
10.1117/1.jbo.27.2.020901,Deep learning in macroscopic diffuse optical imaging.,"<h4>Significance</h4>Biomedical optics system design, image formation, and image analysis have primarily been guided by classical physical modeling and signal processing methodologies. Recently, however, deep learning (DL) has become a major paradigm in computational modeling and has demonstrated utility in numerous scientific domains and various forms of data analysis.<h4>Aim</h4>We aim to comprehensively review the use of DL applied to macroscopic diffuse optical imaging (DOI).<h4>Approach</h4>First, we provide a layman introduction to DL. Then, the review summarizes current DL work in some of the most active areas of this field, including optical properties retrieval, fluorescence lifetime imaging, and diffuse optical tomography.<h4>Results</h4>The advantages of using DL for DOI versus conventional inverse solvers cited in the literature reviewed herein are numerous. These include, among others, a decrease in analysis time (often by many orders of magnitude), increased quantitative reconstruction quality, robustness to noise, and the unique capability to learn complex end-to-end relationships.<h4>Conclusions</h4>The heavily validated capability of DL's use across a wide range of complex inverse solving methodologies has enormous potential to bring novel DOI modalities, otherwise deemed impractical for clinical translation, to the patient's bedside.","<h4>Significance</h4>Biomedical optics system design, image formation, and image analysis have primarily been guided by classical physical modeling and signal processing methodologies. Recently, however, deep learning (DL) has become a major paradigm in computational modeling and has demonstrated utility in numerous scientific domains and various forms of data analysis.<h4>Aim</h4>We aim to comprehensively review the use of DL applied to macroscopic diffuse optical imaging (DOI).<h4>Approach</h4>First, we provide a layman introduction to DL. Then, the review summarizes current DL work in some of the most active areas of this field, including optical properties retrieval, fluorescence lifetime imaging, and diffuse optical tomography.<h4>Results</h4>The advantages of using DL for DOI versus conventional inverse solvers cited in the literature reviewed herein are numerous. These include, among others, a decrease in analysis time (often by many orders of magnitude), increased quantitative reconstruction quality, robustness to noise, and the unique capability to learn complex end-to-end relationships.<h4>Conclusions</h4>The heavily validated capability of DL's use across a wide range of complex inverse solving methodologies has enormous potential to bring novel DOI modalities, otherwise deemed impractical for clinical translation, to the patient's bedside.",EuropePMC
10.1007/s12105-018-0965-8,Acute Invasive Fungal Rhinosinusitis: Frozen Section Histomorphology and Diagnosis with PAS Stain.,"Acute invasive fungal rhinosinusitis (AIFRS) is a fulminant infection in immunocompromised patients requiring rapid diagnosis (DX), frequently made on frozen section (FS) of sinonasal biopsies, followed by prompt surgical debridement. However, FS interpretation is often difficult and DX sometimes not possible. In this study we sought to characterize reasons for misinterpretation and methods to improve diagnostic accuracy. The FS slides from 271 biopsies of suspected AIFRS in a 16-year period were reviewed and the morphologic features evaluated for their utility in DX. Recurring specific patterns of necrosis were identified, which to our knowledge have not been described in the literature. Although they provide strong evidence for AIFRS, identifying fungus consistently in necrotic tissue is essential for DX. Clues to identifying fungus and pitfalls in misidentification were identified, but even with expert knowledge of these, a gap in accurate DX remained. The key to FS DX of AIFRS is to improve fungus identification in necrotic tissues. Methods had been sought in the past to stain fungus at FS without consistent success. The Periodic Acid Schiff's Reaction for Fungi was modified by our histopathology department for use on frozen tissue (PASF-fs) resulting in effective staining of the fungus. It stained fungus on all 62 positive slides when applied retrospectively over hematoxylin and eosin (H&E) stained FSs and used prospectively at FS for DX. Although knowledge of histologic morphology on FS is important, the crucial value of this study is the novel use of PASF-fs to identify fungus in the DX of AIFRS.","Acute invasive fungal rhinosinusitis (AIFRS) is a fulminant infection in immunocompromised patients requiring rapid diagnosis (DX), frequently made on frozen section (FS) of sinonasal biopsies, followed by prompt surgical debridement. However, FS interpretation is often difficult and DX sometimes not possible. In this study we sought to characterize reasons for misinterpretation and methods to improve diagnostic accuracy. The FS slides from 271 biopsies of suspected AIFRS in a 16-year period were reviewed and the morphologic features evaluated for their utility in DX. Recurring specific patterns of necrosis were identified, which to our knowledge have not been described in the literature. Although they provide strong evidence for AIFRS, identifying fungus consistently in necrotic tissue is essential for DX. Clues to identifying fungus and pitfalls in misidentification were identified, but even with expert knowledge of these, a gap in accurate DX remained. The key to FS DX of AIFRS is to improve fungus identification in necrotic tissues. Methods had been sought in the past to stain fungus at FS without consistent success. The Periodic Acid Schiff's Reaction for Fungi was modified by our histopathology department for use on frozen tissue (PASF-fs) resulting in effective staining of the fungus. It stained fungus on all 62 positive slides when applied retrospectively over hematoxylin and eosin (H&E) stained FSs and used prospectively at FS for DX. Although knowledge of histologic morphology on FS is important, the crucial value of this study is the novel use of PASF-fs to identify fungus in the DX of AIFRS.",EuropePMC
10.1016/j.jcmgh.2021.11.008,Candida tropicalis Infection Modulates the Gut Microbiome and Confers Enhanced Susceptibility to Colitis in Mice.,"<h4>Background & aims</h4>We previously showed that abundance of Candida tropicalis is significantly greater in Crohn's disease patients compared with first-degree relatives without Crohn's disease. The aim of this study was to determine the effects and mechanisms of action of C tropicalis infection on intestinal inflammation and injury in mice.<h4>Methods</h4>C57BL/6 mice were inoculated with C tropicalis, and colitis was induced by administration of dextran sodium sulfate in drinking water. Disease severity and intestinal permeability subsequently were evaluated by endoscopy, histology, quantitative reverse-transcription polymerase chain reaction, as well as 16S ribosomal RNA and NanoString analyses (NanoString Technologies, Seattle, WA).<h4>Results</h4>Infected mice showed more severe colitis, with alterations in gut mucosal helper T cells (Th)1 and Th17 cytokine expression, and an increased frequency of mesenteric lymph node-derived group 2 innate lymphoid cells compared with uninfected controls. Gut microbiome composition, including changes in the mucin-degrading bacteria, Akkermansia muciniphila and Ruminococcus gnavus, was altered significantly, as was expression of several genes affecting intestinal epithelial homeostasis in isolated colonoids, after C tropicalis infection compared with uninfected controls. In line with these findings, fecal microbiome transplantation of germ-free recipient mice using infected vs uninfected donors showed altered expression of several tight-junction proteins and increased susceptibility to dextran sodium sulfate-induced colitis.<h4>Conclusions</h4>C tropicalis induces dysbiosis that involves changes in the presence of mucin-degrading bacteria, leading to altered tight junction protein expression with increased intestinal permeability and followed by induction of robust Th1/Th17 responses, which ultimately lead to an accelerated proinflammatory phenotype in experimental colitic mice.","<h4>Background & aims</h4>We previously showed that abundance of Candida tropicalis is significantly greater in Crohn's disease patients compared with first-degree relatives without Crohn's disease. The aim of this study was to determine the effects and mechanisms of action of C tropicalis infection on intestinal inflammation and injury in mice.<h4>Methods</h4>C57BL/6 mice were inoculated with C tropicalis, and colitis was induced by administration of dextran sodium sulfate in drinking water. Disease severity and intestinal permeability subsequently were evaluated by endoscopy, histology, quantitative reverse-transcription polymerase chain reaction, as well as 16S ribosomal RNA and NanoString analyses (NanoString Technologies, Seattle, WA).<h4>Results</h4>Infected mice showed more severe colitis, with alterations in gut mucosal helper T cells (Th)1 and Th17 cytokine expression, and an increased frequency of mesenteric lymph node-derived group 2 innate lymphoid cells compared with uninfected controls. Gut microbiome composition, including changes in the mucin-degrading bacteria, Akkermansia muciniphila and Ruminococcus gnavus, was altered significantly, as was expression of several genes affecting intestinal epithelial homeostasis in isolated colonoids, after C tropicalis infection compared with uninfected controls. In line with these findings, fecal microbiome transplantation of germ-free recipient mice using infected vs uninfected donors showed altered expression of several tight-junction proteins and increased susceptibility to dextran sodium sulfate-induced colitis.<h4>Conclusions</h4>C tropicalis induces dysbiosis that involves changes in the presence of mucin-degrading bacteria, leading to altered tight junction protein expression with increased intestinal permeability and followed by induction of robust Th1/Th17 responses, which ultimately lead to an accelerated proinflammatory phenotype in experimental colitic mice.",EuropePMC
