DOI,Title,Abstract,FullText,Source
10.1136/gutjnl-2024-334604,<i>Enterococcus faecalis</i> hijacks FABP2 to activate quorum-sensing signals and aggravate Crohn's disease by inducing gut dysbiosis.,"Crohn's disease (CD) is a chronic inflammatory disorder characterised by intestinal dysbiosis. While inflammation-induced leakage of host proteins is a known phenomenon in CD, how these proteins affect the gut microbiota and contribute to dysbiosis remains unclear. One hypothesis is that commensal bacteria hijack these proteins, exacerbating inflammation in CD. To investigate host-microbiota interactions in CD, we measured fatty acid-binding protein 2 (FABP2) levels in patients with CD and in mouse models of dextran sulfate sodium induced enteritis and interleukin 10 knockout spontaneous enteritis. Proteomic approaches, including bacterial pull-down and mass spectrometry, were employed to identify commensal targets of FABP2. Functional studies were conducted using wild type and <i>EF3041</i>-deficient <i>Enterococcus faecalis</i> strains, along with α-FABP2 antibody treatment, to assess their effects on intestinal inflammation and microbiota composition. FABP2 levels were elevated in plasma and faeces of patients with CD, as well as in the mouse models. This was accompanied by dysbiosis of gut commensal bacteria. <i>E. faecalis</i> hijacked luminal FABP2 to promote its proliferation via pheromone-binding protein EF3041, which activated quorum-sensing pathways. Deletion of <i>EF3041</i> abolished this response, while complementation with EF3041 restored it. Injection of α-FABP2 antibody or transplantation of Δ<i>EF3041</i> mutant strain significantly reduced epithelial damage, mitigated dysbiosis and alleviated inflammation and symptoms of enteritis in mice. This study reveals a novel mechanism by which commensal bacteria use host-derived FABP2 to drive dysbiosis and worsen CD pathology. Targeting the FABP2-EF3041 axis may offer new diagnostic and therapeutic avenues for managing CD.","Crohn's disease (CD) is a chronic inflammatory disorder characterised by intestinal dysbiosis. While inflammation-induced leakage of host proteins is a known phenomenon in CD, how these proteins affect the gut microbiota and contribute to dysbiosis remains unclear. One hypothesis is that commensal bacteria hijack these proteins, exacerbating inflammation in CD. To investigate host-microbiota interactions in CD, we measured fatty acid-binding protein 2 (FABP2) levels in patients with CD and in mouse models of dextran sulfate sodium induced enteritis and interleukin 10 knockout spontaneous enteritis. Proteomic approaches, including bacterial pull-down and mass spectrometry, were employed to identify commensal targets of FABP2. Functional studies were conducted using wild type and <i>EF3041</i>-deficient <i>Enterococcus faecalis</i> strains, along with α-FABP2 antibody treatment, to assess their effects on intestinal inflammation and microbiota composition. FABP2 levels were elevated in plasma and faeces of patients with CD, as well as in the mouse models. This was accompanied by dysbiosis of gut commensal bacteria. <i>E. faecalis</i> hijacked luminal FABP2 to promote its proliferation via pheromone-binding protein EF3041, which activated quorum-sensing pathways. Deletion of <i>EF3041</i> abolished this response, while complementation with EF3041 restored it. Injection of α-FABP2 antibody or transplantation of Δ<i>EF3041</i> mutant strain significantly reduced epithelial damage, mitigated dysbiosis and alleviated inflammation and symptoms of enteritis in mice. This study reveals a novel mechanism by which commensal bacteria use host-derived FABP2 to drive dysbiosis and worsen CD pathology. Targeting the FABP2-EF3041 axis may offer new diagnostic and therapeutic avenues for managing CD.",PubMed
10.1016/j.carbpol.2025.123791,The regulatory effects of butyrylated starch on gut microbiota and metabolites during in vitro fermentation: advantages over exogenous butyrate and resistant starch.,"Butyrylated normal maize starch (BNMS) is a butyrate-carrying and resistant starch (RS). BNMS is fermented by the gut microbiota to produce large amounts of short-chain fatty acids (SCFAs), particularly butyrate, which are beneficial for intestinal health. However, the effects of BNMS on gut microbiota and metabolites, and its advantages over exogenous butyrate and RS, are unclear. The specific effects of BNMS were investigated via in vitro fermentation using sodium butyrate (SB) and high-amylose maize starch (HAMS) as controls. Compared to SB and HAMS, BNMS enhanced gas production, lowered pH, and produced numerous SCFAs. Additionally, BNMS effectively stimulated beneficial bacteria proliferation, including Coprococcus, Faecalibacterium, Megamonas, Collinsella, Blautia, and Bifidobacterium, and suppressed harmful bacteria proliferation, including Escherichia-shigella and Desulfovibrio, resulting in a healthier colony structure. Similarly, BNMS modulated many amino acids, neurotransmitters, vitamins, sphingolipids, carbohydrates, hormones levels, and multiple metabolic pathways, including arginine and proline metabolism, tryptophan metabolism, synaptic vesicle cycle, sphingolipid metabolism, riboflavin metabolism, amino sugar and nucleotide sugar metabolism, and steroid hormone biosynthesis. Overall, BNMS positively affected gut microbiota and metabolites, exhibiting advantages over exogenous butyrate and RS. These results provide some theoretical basis for the BNMS development and application as a functional food.","Butyrylated normal maize starch (BNMS) is a butyrate-carrying and resistant starch (RS). BNMS is fermented by the gut microbiota to produce large amounts of short-chain fatty acids (SCFAs), particularly butyrate, which are beneficial for intestinal health. However, the effects of BNMS on gut microbiota and metabolites, and its advantages over exogenous butyrate and RS, are unclear. The specific effects of BNMS were investigated via in vitro fermentation using sodium butyrate (SB) and high-amylose maize starch (HAMS) as controls. Compared to SB and HAMS, BNMS enhanced gas production, lowered pH, and produced numerous SCFAs. Additionally, BNMS effectively stimulated beneficial bacteria proliferation, including Coprococcus, Faecalibacterium, Megamonas, Collinsella, Blautia, and Bifidobacterium, and suppressed harmful bacteria proliferation, including Escherichia-shigella and Desulfovibrio, resulting in a healthier colony structure. Similarly, BNMS modulated many amino acids, neurotransmitters, vitamins, sphingolipids, carbohydrates, hormones levels, and multiple metabolic pathways, including arginine and proline metabolism, tryptophan metabolism, synaptic vesicle cycle, sphingolipid metabolism, riboflavin metabolism, amino sugar and nucleotide sugar metabolism, and steroid hormone biosynthesis. Overall, BNMS positively affected gut microbiota and metabolites, exhibiting advantages over exogenous butyrate and RS. These results provide some theoretical basis for the BNMS development and application as a functional food.",PubMed
10.1016/j.carbpol.2025.123790,Enhanced antifungal activity of chitosan-coated cinnamaldehyde-immobilized thermostable cellulose from spent mushroom substrate against phytopathogenic fungi.,"Phytopathogenic fungi jeopardize global food security, fueling reliance on synthetic fungicides with severe ecological impacts. Avoiding these chemicals risks a food crisis, highlighting the need for sustainable alternatives. Cinnamaldehyde (CA) is a natural but chemically unstable fungicide, hence requiring stabilization through effective immobilization. This study presents a biodegradable and sustainable alternative to synthetic anchoring materials: spent-mushroom-substrate-derived cellulose. CA immobilized cellulose was coated with chitosan which further enhanced the antifungal potential and contributed to slow release of CA. Cellulose extraction and CA encapsulation were successfully confirmed through analytical characterization. The resulting product (CeCACs) proved a promising fungicide, inhibiting key phytopathogenic fungi Fusarium oxysporum, Aspergillus flavus, and Aspergillus niger at 46. 8 μg/mL and Fusarium solani at 93.7 μg/mL concentration. The obtained minimum inhibitory concentration (MIC) and minimum fungicidal concentration (MFC) values were significantly lower than commercial fungicide, tebuconazole (TB). The fungicidal mechanism involved reactive oxygen species accumulation, plasma membrane damage, and apoptosis-like cell death. Using CeCACs as a peanut seed coating enhanced seedling growth and enriched beneficial endophytic bacteria, while CeCACs fumigation effectively eradicated Fusarium oxysporum from peanut and passion fruit surfaces. This study emphasizes converting agri-waste into a green fungicide, supporting sustainable and regenerative agriculture.","Phytopathogenic fungi jeopardize global food security, fueling reliance on synthetic fungicides with severe ecological impacts. Avoiding these chemicals risks a food crisis, highlighting the need for sustainable alternatives. Cinnamaldehyde (CA) is a natural but chemically unstable fungicide, hence requiring stabilization through effective immobilization. This study presents a biodegradable and sustainable alternative to synthetic anchoring materials: spent-mushroom-substrate-derived cellulose. CA immobilized cellulose was coated with chitosan which further enhanced the antifungal potential and contributed to slow release of CA. Cellulose extraction and CA encapsulation were successfully confirmed through analytical characterization. The resulting product (CeCACs) proved a promising fungicide, inhibiting key phytopathogenic fungi Fusarium oxysporum, Aspergillus flavus, and Aspergillus niger at 46. 8 μg/mL and Fusarium solani at 93.7 μg/mL concentration. The obtained minimum inhibitory concentration (MIC) and minimum fungicidal concentration (MFC) values were significantly lower than commercial fungicide, tebuconazole (TB). The fungicidal mechanism involved reactive oxygen species accumulation, plasma membrane damage, and apoptosis-like cell death. Using CeCACs as a peanut seed coating enhanced seedling growth and enriched beneficial endophytic bacteria, while CeCACs fumigation effectively eradicated Fusarium oxysporum from peanut and passion fruit surfaces. This study emphasizes converting agri-waste into a green fungicide, supporting sustainable and regenerative agriculture.",PubMed
10.1016/j.carbpol.2025.123783,Clinical-type dextran: A review on process and enzyme engineering strategies to control molecular weight distribution.,"Dextrans are α-(1 → 6)-linked, mostly branched α-d-glucopyranosyl polysaccharides synthesized from sucrose by lactic acid bacteria. The unique properties of dextrans, their biocompatibility, biodegradability, and non-immunogenicity support a wide range of medical and industrial applications. Key characteristics of dextran, including solubility, viscosity, and molecular weight, highly depend on the bacterial strain and the conditions under which it is synthesized. The structural diversity within the family of dextran-synthesizing enzymes contributes to dextran diversity. Conventionally, dextran with low molecular weight is obtained by fermentative production of high molecular weight dextran, followed by partial hydrolysis and a precise fractionation procedure, which is a costly and hazardous process. However, recent advances in enzyme- and bioprocess engineering in combination with analytical techniques have significantly enhanced the ability to control the molecular weight and branching patterns of dextran. Thereby improving its effectiveness and broadening its applications in both industrial and clinical settings. This review focuses on the production of dextrans with defined molecular weight and the enzymatic mechanisms underlying their synthesis, which have been increasingly studied in recent years. In particular, clinical-type dextran with a molecular weight of 70 kDa is of high commercial value and scientific interest.","Dextrans are α-(1 → 6)-linked, mostly branched α-d-glucopyranosyl polysaccharides synthesized from sucrose by lactic acid bacteria. The unique properties of dextrans, their biocompatibility, biodegradability, and non-immunogenicity support a wide range of medical and industrial applications. Key characteristics of dextran, including solubility, viscosity, and molecular weight, highly depend on the bacterial strain and the conditions under which it is synthesized. The structural diversity within the family of dextran-synthesizing enzymes contributes to dextran diversity. Conventionally, dextran with low molecular weight is obtained by fermentative production of high molecular weight dextran, followed by partial hydrolysis and a precise fractionation procedure, which is a costly and hazardous process. However, recent advances in enzyme- and bioprocess engineering in combination with analytical techniques have significantly enhanced the ability to control the molecular weight and branching patterns of dextran. Thereby improving its effectiveness and broadening its applications in both industrial and clinical settings. This review focuses on the production of dextrans with defined molecular weight and the enzymatic mechanisms underlying their synthesis, which have been increasingly studied in recent years. In particular, clinical-type dextran with a molecular weight of 70 kDa is of high commercial value and scientific interest.",PubMed
10.1016/j.carbpol.2025.123710,Pectin-type polysaccharides from raspberry (Rubus idaeus L.): structure characterization and activity against DSS-induced colitis.,"This study explored the structural properties and therapeutic potential of RAP-3 A, a pectin-type polysaccharide extracted from raspberry (Rubus idaeus L.), in DSS (dextran sodium sulfate)-induced colitis. Structural analysis revealed that RAP-3 A, with a molecular weight of 51.03 kDa, is primarily composed of a backbone of 1, 4-galacturonic acid glycan, incorporating a 1, 4-linked α-GalpA and 1, 2-linked α-Rhap disaccharide repeating unit, with branches at C-4 of the Rhap residue comprising 1, 4-linked β-Galp, 1, 6-linked β-Galp, or 1, 5-linked α-Araf. Remarkably, RAP-3 A significantly alleviated colitis symptoms in mice, including weight loss, disease activity index (DAI), and histopathological damage. Mechanistically, RAP-3 A inhibited the TLR4/NF-κB pathway, enhanced intestinal barrier function by upregulating ZO-1 and occludin, and reduced goblet cell depletion. Furthermore, RAP-3 A promoted a favorable shift in gut microbiota composition, increasing the abundance of beneficial SCFA-producing bacteria such as Bacteroidales_S24-7, Rikenellaceae, Clostridiales, Oscillospira, and Lachnospiraceae while suppressing pathogenic bacteria, notably Escherichia. GC-MS analysis further confirmed that RAP-3 A significantly increased fecal SCFAs levels. Collectively, these findings suggest that RAP-3 A holds considerable potential for development as a functional food aimed at the treatment of colitis.","This study explored the structural properties and therapeutic potential of RAP-3 A, a pectin-type polysaccharide extracted from raspberry (Rubus idaeus L.), in DSS (dextran sodium sulfate)-induced colitis. Structural analysis revealed that RAP-3 A, with a molecular weight of 51.03 kDa, is primarily composed of a backbone of 1, 4-galacturonic acid glycan, incorporating a 1, 4-linked α-GalpA and 1, 2-linked α-Rhap disaccharide repeating unit, with branches at C-4 of the Rhap residue comprising 1, 4-linked β-Galp, 1, 6-linked β-Galp, or 1, 5-linked α-Araf. Remarkably, RAP-3 A significantly alleviated colitis symptoms in mice, including weight loss, disease activity index (DAI), and histopathological damage. Mechanistically, RAP-3 A inhibited the TLR4/NF-κB pathway, enhanced intestinal barrier function by upregulating ZO-1 and occludin, and reduced goblet cell depletion. Furthermore, RAP-3 A promoted a favorable shift in gut microbiota composition, increasing the abundance of beneficial SCFA-producing bacteria such as Bacteroidales_S24-7, Rikenellaceae, Clostridiales, Oscillospira, and Lachnospiraceae while suppressing pathogenic bacteria, notably Escherichia. GC-MS analysis further confirmed that RAP-3 A significantly increased fecal SCFAs levels. Collectively, these findings suggest that RAP-3 A holds considerable potential for development as a functional food aimed at the treatment of colitis.",PubMed
10.1016/j.foodres.2025.116673,Prebiotic roles and anti-aging effects of xylo-oligosaccharide: Keystone responsive bacteria and their metabolic interactions.,"Xylo-oligosaccharide (XOS), a prebiotic oligosaccharide, has been reported to exert the beneficial effects on the host, primarily by modulating the gut microbiota and associated metabolism. However, the specific microbes, their metabolic interactions and mechanistic insights remain understudied. In this study, we aim to investigate the response of gut microbiota to XOS at the fine-grained level using combined approaches of microbiome sequencing, genomic analyses, and metabolomic analyses based on in vitro fecal fermentation using healthy human fecal samples. The results showed that XOS significantly altered the composition of the gut microbiota and enriched numerous bacterial taxa, such as Blautia, Bifidobacterium longum subsp. longum, and Faecalibacterium prausnitzii. Functional genomic analyses further confirmed that specifically identified XOS-responsive bacteria harbored varied XOS-utilizing capacities, consistent with the levels of their abundance elevation. The fecal metabolomics analysis revealed that XOS intervention significantly altered the metabolic profile (γ-aminobutyric acid, serotonin, and inosine). The microbe-microbe and microbe-metabolite interaction networks consistently identified three independent groups, potentially representing different levels of XOS degradation and/or other response mechanisms. Finally, the beneficial effects of XOS on the gut microbiota and metabolism were confirmed by the alleviation D-galactose-induced aging in mouse model. This study supports the role of XOS as prebiotics and highlights the potential of XOS in alleviating host aging-associated phenotypes in a D-galactose-induced aging mouse model in terms of improvements on cognitive function, inflammatory markers, and oxidative stress levels.","Xylo-oligosaccharide (XOS), a prebiotic oligosaccharide, has been reported to exert the beneficial effects on the host, primarily by modulating the gut microbiota and associated metabolism. However, the specific microbes, their metabolic interactions and mechanistic insights remain understudied. In this study, we aim to investigate the response of gut microbiota to XOS at the fine-grained level using combined approaches of microbiome sequencing, genomic analyses, and metabolomic analyses based on in vitro fecal fermentation using healthy human fecal samples. The results showed that XOS significantly altered the composition of the gut microbiota and enriched numerous bacterial taxa, such as Blautia, Bifidobacterium longum subsp. longum, and Faecalibacterium prausnitzii. Functional genomic analyses further confirmed that specifically identified XOS-responsive bacteria harbored varied XOS-utilizing capacities, consistent with the levels of their abundance elevation. The fecal metabolomics analysis revealed that XOS intervention significantly altered the metabolic profile (γ-aminobutyric acid, serotonin, and inosine). The microbe-microbe and microbe-metabolite interaction networks consistently identified three independent groups, potentially representing different levels of XOS degradation and/or other response mechanisms. Finally, the beneficial effects of XOS on the gut microbiota and metabolism were confirmed by the alleviation D-galactose-induced aging in mouse model. This study supports the role of XOS as prebiotics and highlights the potential of XOS in alleviating host aging-associated phenotypes in a D-galactose-induced aging mouse model in terms of improvements on cognitive function, inflammatory markers, and oxidative stress levels.",PubMed
10.1016/j.aca.2025.344236,Portable microfluidic-LAMP assay for rapid on-site detection of eight highly pathogenic viruses.,"The recent global spread of highly pathogenic viruses, such as Mpox and Ebola viruses, highlights the urgent need for multiplex detection technologies. Current methods lack the capability for simultaneous identification, which hampers outbreak control in resource-limited settings and global surveillance efforts. Traditional techniques, like real-time quantitative polymerase chain reaction (qPCR), are often impractical in resource-limited areas due to laboratory dependency, and specialized personnel requirements. A portable, rapid, and cost-effective method for multiplex field detection of highly pathogenic viruses is critically needed to address the growing threat of outbreaks in resource-limited settings. In this study, a simple and rapid nucleic acid extraction method was performed using a paper-based dipstick, which was equipment-free and could be completed within 2 min. Subsequently, a microfluidic chip was integrated with loop-mediated isothermal amplification (LAMP) technology to develop a field-deployable, portable detection method termed the microfluidic-LAMP assay. This assay allows for the simultaneous detection of eight highly pathogenic viruses: Ebola virus (EBOV), Marburg virus (MARV), Rift Valley fever virus (RVFV), Lassa virus (LASV), yellow fever virus (YFV), Congo Basin Mpox virus (C-MPXV), West African Mpox virus (W-MPXV), and variola virus (VARV), all within a span of 70 min. The assay demonstrated a sensitivity of 7.02 × 10<sup>2</sup>-8 × 10<sup>4</sup> copies/mL across different targets using simulated clinical samples. The limits of detection of this field available assay were comparable to or lower than those of the real-time quantitative PCR. The microfluidic-LAMP assay demonstrated good specificity in cross-tests with 21 pathogens, including the above 8 viruses and 13 other respiratory pathogens. This study presents the first portable microfluidic-LAMP assay capable of simultaneously detecting eight highly pathogenic viruses in resource-limited settings. The assay's equipment-free nucleic acid extraction (2 min) and rapid detection (70 min) make it a practical solution for on-site detection in resource-limited regions, facilitating outbreak control and global surveillance efforts.","The recent global spread of highly pathogenic viruses, such as Mpox and Ebola viruses, highlights the urgent need for multiplex detection technologies. Current methods lack the capability for simultaneous identification, which hampers outbreak control in resource-limited settings and global surveillance efforts. Traditional techniques, like real-time quantitative polymerase chain reaction (qPCR), are often impractical in resource-limited areas due to laboratory dependency, and specialized personnel requirements. A portable, rapid, and cost-effective method for multiplex field detection of highly pathogenic viruses is critically needed to address the growing threat of outbreaks in resource-limited settings. In this study, a simple and rapid nucleic acid extraction method was performed using a paper-based dipstick, which was equipment-free and could be completed within 2 min. Subsequently, a microfluidic chip was integrated with loop-mediated isothermal amplification (LAMP) technology to develop a field-deployable, portable detection method termed the microfluidic-LAMP assay. This assay allows for the simultaneous detection of eight highly pathogenic viruses: Ebola virus (EBOV), Marburg virus (MARV), Rift Valley fever virus (RVFV), Lassa virus (LASV), yellow fever virus (YFV), Congo Basin Mpox virus (C-MPXV), West African Mpox virus (W-MPXV), and variola virus (VARV), all within a span of 70 min. The assay demonstrated a sensitivity of 7.02 × 10<sup>2</sup>-8 × 10<sup>4</sup> copies/mL across different targets using simulated clinical samples. The limits of detection of this field available assay were comparable to or lower than those of the real-time quantitative PCR. The microfluidic-LAMP assay demonstrated good specificity in cross-tests with 21 pathogens, including the above 8 viruses and 13 other respiratory pathogens. This study presents the first portable microfluidic-LAMP assay capable of simultaneously detecting eight highly pathogenic viruses in resource-limited settings. The assay's equipment-free nucleic acid extraction (2 min) and rapid detection (70 min) make it a practical solution for on-site detection in resource-limited regions, facilitating outbreak control and global surveillance efforts.",PubMed
10.1016/j.fm.2025.104811,"Novel application of L-type phenyllactate in the ""three birds one stone"" control of Burkholderia gladioli growth and bongkrekic acid production in Auricularia auricula.","Burkholderia gladioli is a foodborne pathogen known for its production of toxic metabolites bongkrekic acid (BA). The aim of this study was to investigate a novel application of L-type phenyllactate (L-PLA) in the ""three birds one stone"" control of B. gladioli growth, biofilm formation, and BA production. The minimum inhibitory concentration and minimum bactericidal concentration of L-PLA against B. gladioli were both 2.0 mg/mL. L-PLA disrupted the integrity and structure of B. gladioli, resulting in leakage of intracellular components and reduction of cell viability. Meanwhile, the accumulation of reactive oxygen species indicated that oxidative stress was involved in the bactericidal mechanism of dissociated B. gladioli. SEM and confocal laser scanning microscope (CLSM) results confirmed the severe destruction of B. gladioli by L-PLA. Additionally, subinhibitory concentrations of L-PLA could effectively inhibit biofilm formation, which was achieved by a decrease in biofilm biomass and a reduction in the proportion of live and dead bacteria within the biofilm. L-PLA demonstrated a notable inhibitory effect on the motility of B. gladioli, accompanied by alterations in cell surface hydrophobicity and auto-aggregation. Furthermore, the synthesis of BA was considerably decreased when exposed to L-PLA stress for 5 d. RT-qPCR showed that the expression of genes involved in BA biosynthesis was suppressed by L-PLA. Notably, bacterial survival rate and BA production of B. gladioli in the Auricularia auricula soaking solution was significantly inhibited with L-PLA (1/2 × -2 × MIC), and did not affect sensory acceptability. Therefore, the present study demonstrates the efficacy of L-PLA as a powerful suppressor of both growth and BA biosynthesis in B. gladioli, aiding in the management and prevention of B. gladioli in food.","Burkholderia gladioli is a foodborne pathogen known for its production of toxic metabolites bongkrekic acid (BA). The aim of this study was to investigate a novel application of L-type phenyllactate (L-PLA) in the ""three birds one stone"" control of B. gladioli growth, biofilm formation, and BA production. The minimum inhibitory concentration and minimum bactericidal concentration of L-PLA against B. gladioli were both 2.0 mg/mL. L-PLA disrupted the integrity and structure of B. gladioli, resulting in leakage of intracellular components and reduction of cell viability. Meanwhile, the accumulation of reactive oxygen species indicated that oxidative stress was involved in the bactericidal mechanism of dissociated B. gladioli. SEM and confocal laser scanning microscope (CLSM) results confirmed the severe destruction of B. gladioli by L-PLA. Additionally, subinhibitory concentrations of L-PLA could effectively inhibit biofilm formation, which was achieved by a decrease in biofilm biomass and a reduction in the proportion of live and dead bacteria within the biofilm. L-PLA demonstrated a notable inhibitory effect on the motility of B. gladioli, accompanied by alterations in cell surface hydrophobicity and auto-aggregation. Furthermore, the synthesis of BA was considerably decreased when exposed to L-PLA stress for 5 d. RT-qPCR showed that the expression of genes involved in BA biosynthesis was suppressed by L-PLA. Notably, bacterial survival rate and BA production of B. gladioli in the Auricularia auricula soaking solution was significantly inhibited with L-PLA (1/2 × -2 × MIC), and did not affect sensory acceptability. Therefore, the present study demonstrates the efficacy of L-PLA as a powerful suppressor of both growth and BA biosynthesis in B. gladioli, aiding in the management and prevention of B. gladioli in food.",PubMed
10.1016/j.fm.2025.104808,"Interaction effects of fumaric acid, pH and ethanol on the growth of lactic and acetic acid bacteria in planktonic and biofilm states.","The microbial stability of wine can be compromised by the presence of lactic acid bacteria (LAB) and acetic acid bacteria (AAB), which can cause spoilage via off flavour production, increased acetic acid production, or biofilm formation. To manage the growth of LAB in winemaking, fumaric acid (FA) has been proposed as an alternative to traditional antimicrobial agents, such as sulfur dioxide (SO<sub>2</sub>). This study aimed to evaluate the inhibitory effects of FA on the growth of LAB and AAB based on the influence of pH and ethanol in a synthetic wine-like medium. The research involved the determination of the individual, 2 × 2 combined, and combined minimum inhibitory concentrations (MICs) of fumaric acid, pH, and ethanol. Specifically, the MIC90 was defined as the concentration required to inhibit the growth of more than 90 % of the initial population, and the MIC50 was defined as the concentration required to inhibit the growth of more than 50 % of the initial population. These thresholds were assessed in 19 bacterial strains (13 LAB and 6 AAB strains) at pH values of 3.5 and 4.0 and ethanol concentrations of 0, 4, 8 and 12 % v/v. Additionally, the impact of FA on biofilm formation was evaluated in the ten bacterial strains that were observed to be most resistant to FA. The results revealed that the inhibitory effects of FA were enhanced at lower pH values and at higher ethanol concentrations. LAB strains (such as Oenococcus oeni) were particularly sensitive to FA, whereas non-Oenococcus LAB strains demonstrated resistance to concentrations exceeding 2 g/L under the tested pH (3.5-4.0) and ethanol (0-12 % v/v) conditions. AAB strains (such as Acetobacter aceti) tolerated FA concentrations greater than 2 g/L at pH 4.0 in the absence of ethanol; however, the susceptibility increased with increasing ethanol concentrations and decreasing pH. Furthermore, FA significantly inhibited biofilm formation (particularly at a pH of 3.5 and ethanol concentrations greater than 8 % v/v). In conclusion, when combined with low pH and high ethanol concentrations, FA offers a promising strategy for controlling bacterial growth and biofilm formation in winemaking. This approach has the potential to complement or replace the use of traditional chemical preservatives, such as SO<sub>2</sub>.","The microbial stability of wine can be compromised by the presence of lactic acid bacteria (LAB) and acetic acid bacteria (AAB), which can cause spoilage via off flavour production, increased acetic acid production, or biofilm formation. To manage the growth of LAB in winemaking, fumaric acid (FA) has been proposed as an alternative to traditional antimicrobial agents, such as sulfur dioxide (SO<sub>2</sub>). This study aimed to evaluate the inhibitory effects of FA on the growth of LAB and AAB based on the influence of pH and ethanol in a synthetic wine-like medium. The research involved the determination of the individual, 2 × 2 combined, and combined minimum inhibitory concentrations (MICs) of fumaric acid, pH, and ethanol. Specifically, the MIC90 was defined as the concentration required to inhibit the growth of more than 90 % of the initial population, and the MIC50 was defined as the concentration required to inhibit the growth of more than 50 % of the initial population. These thresholds were assessed in 19 bacterial strains (13 LAB and 6 AAB strains) at pH values of 3.5 and 4.0 and ethanol concentrations of 0, 4, 8 and 12 % v/v. Additionally, the impact of FA on biofilm formation was evaluated in the ten bacterial strains that were observed to be most resistant to FA. The results revealed that the inhibitory effects of FA were enhanced at lower pH values and at higher ethanol concentrations. LAB strains (such as Oenococcus oeni) were particularly sensitive to FA, whereas non-Oenococcus LAB strains demonstrated resistance to concentrations exceeding 2 g/L under the tested pH (3.5-4.0) and ethanol (0-12 % v/v) conditions. AAB strains (such as Acetobacter aceti) tolerated FA concentrations greater than 2 g/L at pH 4.0 in the absence of ethanol; however, the susceptibility increased with increasing ethanol concentrations and decreasing pH. Furthermore, FA significantly inhibited biofilm formation (particularly at a pH of 3.5 and ethanol concentrations greater than 8 % v/v). In conclusion, when combined with low pH and high ethanol concentrations, FA offers a promising strategy for controlling bacterial growth and biofilm formation in winemaking. This approach has the potential to complement or replace the use of traditional chemical preservatives, such as SO<sub>2</sub>.",PubMed
10.1016/j.fm.2025.104806,Effect of netting density on the efficacy of produce washing solutions in reducing foodborne pathogenic bacteria from cantaloupe rinds.,"Over the past two decades, the increase in cantaloupe consumption has been associated with the incidence of several multistate foodborne outbreaks. Since cantaloupes grow on the ground, direct soil contact represents a potential consumer risk if the rinds become contaminated with foodborne pathogens. Therefore, this study evaluated the impact of netting density on the efficacy of antimicrobial washes, including sodium hypochlorite (FAC; 200 mg/L free available chlorine), peracetic acid (PAA; 80 mg/L), chlorine dioxide (ClO<sub>2</sub>; 5 mg/L), and distilled water (control), in reducing foodborne pathogenic bacteria from cantaloupe rind surfaces. The three cantaloupe varieties with different rind characteristics (smooth-, medium-, and heavy-netted cantaloupes) were inoculated with a mixed culture containing pathogenic strains of Salmonella Typhimurium, Listeria monocytogenes, and E. coli O157:H7. Results showed that increased netting density decreased the sanitizers' efficacy in reducing foodborne pathogenic bacteria. Specifically, bacterial reduction was highest in the smooth-rind variety when treated with peracetic acid and sodium hypochlorite. While chlorine dioxide contributed to the reduction of the load of pathogenic bacteria, its efficacy was significantly lower than the obtained by PAA and FAC treatments. These findings indicate that cantaloupe rind netting substantially affects the efficacy of postharvest washing products, suggesting that food safety concerns are directly related to the capacity of the rind netting to harbor and protect pathogenic bacteria from the action of washing solutions.","Over the past two decades, the increase in cantaloupe consumption has been associated with the incidence of several multistate foodborne outbreaks. Since cantaloupes grow on the ground, direct soil contact represents a potential consumer risk if the rinds become contaminated with foodborne pathogens. Therefore, this study evaluated the impact of netting density on the efficacy of antimicrobial washes, including sodium hypochlorite (FAC; 200 mg/L free available chlorine), peracetic acid (PAA; 80 mg/L), chlorine dioxide (ClO<sub>2</sub>; 5 mg/L), and distilled water (control), in reducing foodborne pathogenic bacteria from cantaloupe rind surfaces. The three cantaloupe varieties with different rind characteristics (smooth-, medium-, and heavy-netted cantaloupes) were inoculated with a mixed culture containing pathogenic strains of Salmonella Typhimurium, Listeria monocytogenes, and E. coli O157:H7. Results showed that increased netting density decreased the sanitizers' efficacy in reducing foodborne pathogenic bacteria. Specifically, bacterial reduction was highest in the smooth-rind variety when treated with peracetic acid and sodium hypochlorite. While chlorine dioxide contributed to the reduction of the load of pathogenic bacteria, its efficacy was significantly lower than the obtained by PAA and FAC treatments. These findings indicate that cantaloupe rind netting substantially affects the efficacy of postharvest washing products, suggesting that food safety concerns are directly related to the capacity of the rind netting to harbor and protect pathogenic bacteria from the action of washing solutions.",PubMed
